27 41 1 0 7962 1 1 4 0 0 1 7 23 0 0 1 0 1 1 0 1
1 19 0 7 7962 8 0 2 1 0 4 4 28 0 7 1 0 1 1 0 1
1 19 4 11 7962 15 2 4 0 0 4 7 33 0 7 1 7 1 0 0 1
0 8 1 3 1516 1 1 2 1 0 4 7 23 0 7 1 0 1 1 0 2
0 8 0 42 1516 15 0 3 0 3 4 0 54 0 0 2 0 2 1 22 1
0 8 27 157 909 1 0 4 9 0 1 7 40 17 0 1 2 1 1 0 1
1 19 1 4 3637 15 2 2 0 0 3 7 40 17 0 2 0 1 0 0 1
2 8 0 0 1516 0 1 1 0 0 2 0 33 0 0 2 2 2 1 0 1
2 19 0 0 3637 15 0 3 0 0 4 0 33 0 0 1 0 2 0 0 1
2 19 0 4 909 1 10 4 1 0 1 3 28 0 0 2 0 1 1 0 1
2 13 1 38 909 6 2 4 0 0 3 3 33 0 0 2 0 1 0 0 1
1 8 1 4 7962 1 9 2 0 0 4 4 54 17 3 1 7 1 0 0 1
2 41 1 4 909 6 0 4 0 0 4 3 33 0 0 1 0 1 1 0 1
2 8 1 3 3637 6 1 1 0 0 2 7 33 0 0 1 0 1 0 0 1
0 19 1 3 909 1 9 4 1 0 2 7 33 0 0 1 0 1 1 0 2
1 8 1 3 1516 8 10 4 1 0 1 0 23 0 0 1 0 1 1 0 1
2 19 1 3 3637 1 2 2 1 0 4 3 23 0 7 1 0 1 0 0 1
1 19 0 11 2332 1 0 4 8 0 4 0 33 0 0 2 0 1 0 0 2
0 13 17 4 909 1 0 4 0 0 3 7 33 0 7 2 0 2 1 0 2
2 8 1 3 909 1 1 4 1 0 1 0 23 0 0 1 0 1 0 0 1
1 19 4 3 2332 1 9 3 1 0 2 3 33 0 0 1 7 1 0 0 2
1 8 1 0 1516 1 1 4 0 3 2 0 33 0 0 1 0 1 1 22 1
0 19 4 2 3637 1 10 2 0 0 1 3 23 0 0 2 0 1 1 0 2
2 25 27 7 7962 0 9 4 1 0 1 0 54 17 0 1 7 1 0 0 2
0 8 1 3 2332 1 1 2 8 0 1 7 40 0 0 1 0 1 1 0 1
0 8 0 0 909 6 0 4 0 0 4 7 54 0 0 2 0 1 1 0 1
2 8 1 0 2332 1 2 4 0 0 2 7 33 0 7 2 7 2 0 0 1
0 19 0 4 909 1 0 4 0 0 4 0 54 0 0 2 0 1 1 0 1
2 41 4 11 7962 1 10 1 8 0 1 7 28 0 0 2 0 1 1 0 2
1 41 4 11 3637 1 1 2 8 0 2 0 28 31 0 2 7 1 0 0 2
0 19 27 4 1516 0 1 4 0 0 2 3 40 0 0 2 2 2 1 0 2
2 19 0 3 3637 8 1 4 0 0 4 0 54 0 0 1 0 1 0 0 1
1 19 0 4 909 1 0 4 0 0 4 7 33 17 0 1 0 2 0 0 2
2 13 0 0 1516 1 1 4 0 0 2 3 33 0 0 2 0 1 1 0 1
1 8 27 7 7962 1 0 2 1 0 4 4 54 17 3 1 7 2 0 0 2
1 19 0 4 909 1 9 2 0 0 3 7 54 0 3 3 47 1 0 0 1
0 8 1 0 909 15 2 4 9 0 1 3 23 0 0 1 0 1 1 0 2
1 19 17 3 3637 1 1 1 1 0 4 7 33 17 0 2 0 1 0 0 1
2 19 1 11 3637 8 1 2 0 0 3 3 54 0 0 3 7 1 0 0 2
1 41 17 11 3637 15 2 4 0 0 4 4 33 0 3 1 2 2 1 0 2
1 25 1 11 3637 1 1 4 0 0 2 7 33 0 0 1 0 2 0 0 2
2 8 1 0 2332 1 2 2 9 0 2 0 28 0 7 1 0 1 1 0 1
1 41 1 0 3637 15 1 4 0 3 4 3 23 0 7 1 0 1 1 0 2
1 8 0 2 1516 1 0 2 1 0 3 7 33 0 0 2 7 1 0 0 2
2 8 0 0 1516 1 1 1 1 0 1 7 28 0 0 2 0 1 0 0 1
1 8 1 3 909 15 10 4 1 0 4 7 28 17 7 4 0 1 1 0 2
1 19 1 7 2332 0 0 4 0 0 4 4 33 17 3 1 0 1 0 0 1
1 19 4 3 3637 1 0 4 8 0 3 4 40 0 0 1 7 1 0 0 2
2 8 0 2 909 6 0 4 0 0 2 7 54 0 0 2 0 1 0 0 1
0 8 1 4 909 1 1 4 9 0 3 0 28 0 0 1 2 1 1 0 1
2 25 4 11 7962 1 2 3 0 0 4 7 23 0 0 2 0 1 1 0 1
0 8 1 157 909 1 2 4 9 0 4 3 23 0 7 1 0 1 1 0 2
2 8 0 4 1516 1 0 4 0 0 1 0 40 0 0 2 2 2 1 0 1
0 25 0 7 7962 1 0 3 0 0 4 4 40 0 3 3 7 2 0 0 1
2 8 0 3 2332 1 0 4 0 0 4 0 40 0 0 3 0 1 0 0 1
1 8 0 38 1516 1 2 4 0 0 3 3 23 0 0 1 0 1 1 0 1
0 19 1 11 7962 1 1 2 9 0 2 7 23 31 0 1 2 1 1 0 1
2 8 1 7 1516 8 2 3 0 0 2 3 54 0 0 1 0 1 1 22 1
2 8 0 0 3637 0 1 1 0 0 2 0 33 0 0 2 0 2 1 0 1
2 41 1 0 3637 0 0 2 1 0 4 0 40 0 0 1 2 1 0 0 1
0 25 17 11 7962 1 9 2 0 0 4 3 54 31 0 2 0 1 0 0 2
27 25 4 11 2332 1 0 4 0 0 4 0 54 0 0 1 7 1 0 0 2
2 41 0 0 3637 0 0 4 0 0 2 7 54 0 0 1 0 1 0 0 1
1 8 0 157 909 0 2 1 1 0 3 3 40 0 0 2 2 1 1 0 1
0 19 17 11 3637 1 2 3 0 0 1 3 33 17 0 1 0 1 0 0 1
27 41 1 0 3637 1 1 2 0 0 2 0 23 0 0 1 0 1 0 0 1
0 19 1 3 3637 1 1 2 8 0 2 0 23 0 7 1 2 1 1 0 1
2 8 1 4 1516 1 1 2 1 0 4 7 54 0 0 1 0 1 0 0 1
1 8 1 0 909 1 10 4 9 3 1 0 23 17 0 1 2 1 1 0 1
0 8 1 2 909 0 1 4 1 0 4 3 23 17 7 1 0 1 0 0 1
2 8 1 0 909 1 1 4 0 0 2 0 28 17 0 2 0 1 1 0 1
2 19 4 11 3637 0 1 4 0 0 4 0 33 0 0 2 0 2 0 0 1
2 13 1 7 3637 1 1 3 0 0 2 7 28 0 0 1 0 1 0 0 1
2 41 17 42 2332 1 1 4 0 0 2 7 28 0 0 2 0 1 1 0 1
1 41 1 0 7962 8 2 1 0 37 2 4 28 17 0 2 0 1 0 0 2
0 8 1 3 7962 1 0 4 0 0 4 4 54 0 3 1 7 1 0 0 2
2 8 1 0 1516 1 2 4 0 0 2 7 23 0 0 1 0 1 1 0 2
0 19 1 3 3637 1 10 4 0 0 1 4 23 17 3 1 0 1 1 0 1
27 41 1 0 3637 1 1 4 0 0 2 7 23 0 0 1 0 1 1 0 2
2 8 1 4 2332 6 0 2 0 0 4 4 54 0 3 1 2 1 1 0 1
2 8 1 0 2332 15 2 3 0 0 1 4 33 0 0 1 0 1 1 0 1
1 19 1 0 909 1 1 4 9 3 2 0 23 0 0 1 2 1 1 0 1
2 8 0 0 1516 1 2 2 0 0 1 0 40 0 0 3 2 2 1 0 1
0 19 1 0 1516 1 9 4 0 0 2 7 28 31 0 1 7 2 1 0 2
1 8 1 4 7962 0 9 1 0 0 2 3 23 0 0 1 47 1 0 0 2
1 19 1 11 2332 15 0 4 8 0 2 7 54 17 7 2 2 1 1 0 2
2 8 0 0 1516 1 1 4 1 0 2 3 33 0 0 2 0 1 1 0 1
0 25 1 0 2332 1 0 1 0 3 3 3 40 0 0 1 0 2 1 0 1
0 19 1 4 909 0 0 4 1 0 2 7 28 17 0 1 0 1 1 0 2
2 8 1 0 1516 1 2 3 0 0 2 3 54 0 0 1 0 2 1 0 1
0 41 17 7 3637 1 0 3 0 0 4 4 23 0 3 2 0 2 1 0 2
2 8 0 11 909 1 1 3 1 0 2 0 28 0 0 2 0 1 1 0 1
2 8 27 157 3637 6 1 4 1 0 3 0 33 0 0 1 2 2 1 0 1
2 19 1 11 909 1 2 4 0 0 1 0 23 0 0 1 0 1 0 0 1
2 8 0 0 909 1 0 4 0 0 4 0 54 0 0 3 0 1 1 0 1
2 8 17 4 909 15 1 4 0 0 1 4 33 17 7 1 0 1 1 22 1
27 19 1 3 2332 1 1 2 0 0 2 0 23 0 0 1 0 1 1 0 1
2 19 1 0 909 1 9 3 1 37 4 0 23 0 7 1 0 1 1 0 2
0 8 0 4 909 8 2 3 1 0 4 0 40 0 0 2 2 1 0 0 1
27 8 1 3 2332 1 1 1 1 0 2 7 54 0 0 1 2 1 1 0 1
1 25 1 4 2332 1 1 4 1 3 2 4 23 17 0 1 0 1 1 0 2
2 19 4 3 3637 15 1 2 0 0 3 3 33 0 0 2 0 1 1 0 1
1 8 1 3 2332 0 2 2 0 0 1 7 23 0 0 1 0 1 0 0 1
1 41 4 0 7962 0 1 1 0 0 1 0 28 0 0 1 2 1 1 0 1
2 19 0 0 2332 1 1 4 0 0 2 0 33 0 0 2 2 1 1 0 1
0 8 27 0 2332 1 1 4 8 0 1 4 28 0 3 1 0 1 1 0 2
2 13 1 7 3637 15 10 1 1 0 4 7 23 0 0 1 0 1 0 0 1
2 8 0 0 909 15 9 4 1 0 4 0 54 0 0 3 2 1 1 0 1
0 8 1 3 1516 1 1 2 0 0 2 0 28 0 0 1 0 1 1 0 1
0 19 1 0 1516 1 0 4 1 0 4 7 54 0 0 1 0 1 1 0 1
0 19 0 4 7962 1 0 2 0 0 4 4 33 0 3 3 7 1 0 0 1
2 8 0 2 2332 1 0 2 1 0 4 4 54 17 3 3 2 1 1 0 1
2 8 0 4 909 1 0 3 0 0 4 0 33 0 0 2 2 2 1 22 1
1 13 1 0 909 1 0 4 0 0 3 7 40 0 0 1 0 2 1 0 2
2 41 0 11 7962 0 0 4 0 0 4 0 33 0 0 2 0 1 1 0 1
2 19 1 0 1516 1 10 4 1 0 3 7 40 31 0 1 0 1 0 0 1
0 13 1 4 7962 1 0 1 8 0 4 3 40 0 0 1 7 1 0 22 2
2 19 1 0 909 0 0 4 0 0 2 7 23 0 0 2 0 1 1 0 1
2 19 1 4 2332 0 2 4 0 0 3 3 33 0 0 1 0 1 1 22 1
2 8 0 3 1516 6 2 3 1 0 4 7 40 0 7 1 0 1 0 0 1
1 41 27 4 7962 0 9 4 0 37 4 4 33 0 3 1 7 1 0 0 1
1 41 1 0 3637 1 2 4 0 0 4 0 28 0 0 2 0 1 1 0 2
0 25 1 42 7962 1 10 1 8 0 1 4 33 0 0 1 2 1 0 0 2
2 8 1 0 2332 1 1 1 0 0 2 0 33 0 0 1 0 2 1 0 1
2 19 0 0 2332 1 1 2 1 0 2 7 23 0 0 2 0 1 1 0 1
0 8 1 3 909 0 0 2 8 0 4 3 54 0 0 1 2 1 0 0 1
2 8 1 3 3637 1 10 1 1 0 4 3 33 0 0 1 0 1 1 0 2
2 19 1 0 1516 15 1 4 0 0 4 7 28 0 7 1 7 1 0 0 1
2 13 0 7 3637 8 0 3 0 0 4 4 23 0 7 2 0 1 0 0 1
2 8 1 3 1516 1 1 4 0 0 2 0 54 0 0 1 0 1 1 0 1
27 19 27 0 1516 0 2 4 0 0 4 7 54 17 0 1 2 1 1 0 1
2 13 0 3 1516 0 0 4 0 0 4 3 54 0 0 1 0 1 1 0 1
1 19 0 4 3637 15 10 4 8 0 2 7 40 0 0 1 0 1 0 0 1
0 41 1 4 7962 1 10 1 1 0 1 0 33 0 0 1 2 1 0 0 1
0 41 1 7 7962 1 2 4 0 0 3 3 23 0 0 1 0 2 1 0 1
1 41 4 72 7962 15 9 2 0 0 4 4 33 0 3 1 7 1 0 0 1
1 8 1 0 909 1 1 4 1 3 4 0 54 0 0 2 0 1 0 0 1
0 19 4 0 909 1 10 4 9 0 4 0 54 31 0 1 0 1 1 0 2
2 8 1 11 909 1 1 2 9 0 2 0 23 0 0 1 0 1 0 22 1
1 41 1 7 7962 1 10 1 9 0 4 7 28 0 7 1 7 1 0 0 2
0 19 0 7 7962 1 0 2 1 0 4 4 40 0 3 2 7 2 0 0 1
27 41 0 7 7962 1 0 4 0 0 4 4 54 0 3 1 0 1 1 0 1
2 41 0 11 7962 0 0 4 8 0 2 7 54 17 0 2 7 2 1 0 1
1 41 1 3 7962 1 10 1 1 0 2 7 23 0 0 1 0 1 0 0 2
2 8 1 7 3637 0 10 1 1 0 4 7 23 0 7 1 0 1 1 0 1
2 8 1 4 1516 0 0 4 0 37 2 3 40 0 0 1 2 1 1 22 1
2 19 1 3 2332 1 1 3 0 0 4 0 40 0 0 1 0 1 0 0 1
1 19 0 3 2332 8 2 3 0 0 2 7 33 0 0 2 0 1 0 0 1
2 8 1 4 909 1 9 1 1 0 4 0 54 0 0 1 47 1 0 0 1
1 41 17 0 3637 1 1 4 1 0 1 7 40 0 0 1 0 1 0 0 2
27 19 0 4 1516 0 2 4 0 0 2 0 40 17 0 2 2 2 1 0 2
0 8 0 4 909 1 2 4 0 37 3 3 54 0 0 2 0 1 0 0 1
2 41 0 4 7962 6 1 2 0 0 2 4 40 17 3 1 0 1 1 0 2
2 8 1 3 1516 8 1 4 8 0 2 0 33 0 0 1 0 1 1 0 1
2 25 1 7 7962 0 2 2 1 0 4 3 23 31 7 1 2 1 1 0 1
0 8 1 0 909 15 10 4 9 0 3 4 33 0 0 1 2 1 0 0 2
1 8 1 3 909 1 1 3 1 0 4 0 23 0 0 1 0 1 1 0 2
1 8 1 4 909 1 1 4 9 0 4 0 23 0 7 1 2 1 1 0 1
1 41 1 72 7962 0 9 3 0 0 4 4 40 17 3 1 47 1 0 0 1
2 19 1 3 7962 15 1 4 0 0 1 7 23 31 0 1 0 1 1 0 1
27 19 1 3 3637 1 10 2 1 0 4 7 23 0 0 1 0 1 1 0 1
1 8 1 4 909 1 2 2 9 0 3 7 23 17 0 1 2 1 1 0 2
27 8 1 4 1516 0 10 1 0 0 2 0 28 0 0 1 2 2 1 22 1
0 41 27 3 2332 1 0 4 0 0 4 7 33 17 0 1 0 1 1 0 2
0 8 1 3 909 1 1 2 0 3 3 3 40 0 0 1 2 2 1 0 1
1 19 1 3 3637 0 1 1 1 0 4 3 54 0 0 1 2 1 0 0 1
2 8 0 2 909 1 1 4 0 0 2 7 33 0 0 2 0 1 1 0 1
0 13 4 3 3637 1 0 1 1 0 4 3 28 0 0 2 2 1 1 0 1
1 25 0 4 3637 1 9 4 9 0 2 7 28 0 0 2 7 1 1 0 2
0 19 1 0 2332 1 10 4 8 0 3 3 33 0 0 1 0 1 1 0 2
0 19 1 7 3637 1 2 2 0 0 1 4 33 0 3 1 7 1 0 0 1
0 19 1 3 2332 8 1 4 0 0 2 7 28 0 0 1 0 1 1 0 1
2 19 0 4 909 1 1 4 1 0 3 0 33 0 0 2 0 1 1 0 1
0 8 0 4 3637 1 2 1 0 0 4 0 40 0 0 2 2 1 1 22 1
2 8 0 3 7962 0 0 2 0 0 4 3 54 0 7 1 0 1 0 0 1
